_init, (register, 0x80, 4) INT_SUB (register, 0x54, 4) , (const, 0x4, 4)
calloc, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
calloc, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
calloc, (register, 0x69, 1) COPY (register, 0xb0, 1)
calloc, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
calloc,  ---  BRANCHIND (register, 0x5c, 4)
strcmp, (register, 0x50, 4) COPY (const, 0x11170, 4)
strcmp, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
strcmp, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
strcmp, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
strcmp, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
strcmp, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
strcmp, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
strcmp, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
strcmp, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
strcmp, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
strcmp, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
strcmp, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
strcmp, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
strcmp, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xea0, 4)
strcmp, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
strcmp, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
strcmp, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
strcmp, (register, 0x69, 1) COPY (register, 0xb0, 1)
strcmp, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
strcmp,  ---  BRANCHIND (register, 0x5c, 4)
pl_endpath_r, (register, 0x50, 4) COPY (const, 0x1117c, 4)
pl_endpath_r, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
pl_endpath_r, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
pl_endpath_r, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
pl_endpath_r, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
pl_endpath_r, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
pl_endpath_r, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
pl_endpath_r, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
pl_endpath_r, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pl_endpath_r, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pl_endpath_r, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
pl_endpath_r, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
pl_endpath_r, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
pl_endpath_r, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xe98, 4)
pl_endpath_r, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
pl_endpath_r, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
pl_endpath_r, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
pl_endpath_r, (register, 0x69, 1) COPY (register, 0xb0, 1)
pl_endpath_r, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
pl_endpath_r,  ---  BRANCHIND (register, 0x5c, 4)
__isoc99_fscanf, (register, 0x50, 4) COPY (const, 0x11188, 4)
__isoc99_fscanf, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
__isoc99_fscanf, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
__isoc99_fscanf, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
__isoc99_fscanf, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
__isoc99_fscanf, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
__isoc99_fscanf, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
__isoc99_fscanf, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
__isoc99_fscanf, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
__isoc99_fscanf, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
__isoc99_fscanf, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
__isoc99_fscanf, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
__isoc99_fscanf, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
__isoc99_fscanf, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xe90, 4)
__isoc99_fscanf, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
__isoc99_fscanf, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
__isoc99_fscanf, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
__isoc99_fscanf, (register, 0x69, 1) COPY (register, 0xb0, 1)
__isoc99_fscanf, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
__isoc99_fscanf,  ---  BRANCHIND (register, 0x5c, 4)
fopen, (register, 0x50, 4) COPY (const, 0x11194, 4)
fopen, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
fopen, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
fopen, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
fopen, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
fopen, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
fopen, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
fopen, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
fopen, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
fopen, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
fopen, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
fopen, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
fopen, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
fopen, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xe88, 4)
fopen, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
fopen, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
fopen, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
fopen, (register, 0x69, 1) COPY (register, 0xb0, 1)
fopen, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
fopen,  ---  BRANCHIND (register, 0x5c, 4)
_pl_get_ps_font_info, (register, 0x50, 4) COPY (const, 0x111a0, 4)
_pl_get_ps_font_info, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
_pl_get_ps_font_info, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
_pl_get_ps_font_info, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
_pl_get_ps_font_info, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
_pl_get_ps_font_info, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
_pl_get_ps_font_info, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
_pl_get_ps_font_info, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
_pl_get_ps_font_info, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
_pl_get_ps_font_info, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
_pl_get_ps_font_info, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
_pl_get_ps_font_info, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
_pl_get_ps_font_info, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
_pl_get_ps_font_info, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xe80, 4)
_pl_get_ps_font_info, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
_pl_get_ps_font_info, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
_pl_get_ps_font_info, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
_pl_get_ps_font_info, (register, 0x69, 1) COPY (register, 0xb0, 1)
_pl_get_ps_font_info, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
_pl_get_ps_font_info,  ---  BRANCHIND (register, 0x5c, 4)
free, (register, 0x50, 4) COPY (const, 0x111ac, 4)
free, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
free, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
free, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
free, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
free, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
free, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
free, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
free, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
free, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
free, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
free, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
free, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
free, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xe78, 4)
free, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
free, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
free, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
free, (register, 0x69, 1) COPY (register, 0xb0, 1)
free, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
free,  ---  BRANCHIND (register, 0x5c, 4)
pl_fspace_r, (register, 0x50, 4) COPY (const, 0x111b8, 4)
pl_fspace_r, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
pl_fspace_r, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
pl_fspace_r, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
pl_fspace_r, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
pl_fspace_r, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
pl_fspace_r, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
pl_fspace_r, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
pl_fspace_r, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pl_fspace_r, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pl_fspace_r, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
pl_fspace_r, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
pl_fspace_r, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
pl_fspace_r, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xe70, 4)
pl_fspace_r, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
pl_fspace_r, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
pl_fspace_r, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
pl_fspace_r, (register, 0x69, 1) COPY (register, 0xb0, 1)
pl_fspace_r, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
pl_fspace_r,  ---  BRANCHIND (register, 0x5c, 4)
pl_linemod_r, (register, 0x50, 4) COPY (const, 0x111c4, 4)
pl_linemod_r, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
pl_linemod_r, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
pl_linemod_r, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
pl_linemod_r, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
pl_linemod_r, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
pl_linemod_r, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
pl_linemod_r, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
pl_linemod_r, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pl_linemod_r, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pl_linemod_r, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
pl_linemod_r, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
pl_linemod_r, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
pl_linemod_r, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xe68, 4)
pl_linemod_r, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
pl_linemod_r, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
pl_linemod_r, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
pl_linemod_r, (register, 0x69, 1) COPY (register, 0xb0, 1)
pl_linemod_r, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
pl_linemod_r,  ---  BRANCHIND (register, 0x5c, 4)
pl_flabelwidth_r, (register, 0x50, 4) COPY (const, 0x111d0, 4)
pl_flabelwidth_r, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
pl_flabelwidth_r, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
pl_flabelwidth_r, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
pl_flabelwidth_r, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
pl_flabelwidth_r, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
pl_flabelwidth_r, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
pl_flabelwidth_r, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
pl_flabelwidth_r, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pl_flabelwidth_r, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pl_flabelwidth_r, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
pl_flabelwidth_r, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
pl_flabelwidth_r, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
pl_flabelwidth_r, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xe60, 4)
pl_flabelwidth_r, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
pl_flabelwidth_r, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
pl_flabelwidth_r, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
pl_flabelwidth_r, (register, 0x69, 1) COPY (register, 0xb0, 1)
pl_flabelwidth_r, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
pl_flabelwidth_r,  ---  BRANCHIND (register, 0x5c, 4)
pow, (register, 0x50, 4) COPY (const, 0x111dc, 4)
pow, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
pow, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
pow, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
pow, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
pow, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
pow, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
pow, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
pow, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pow, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pow, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
pow, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
pow, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
pow, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xe58, 4)
pow, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
pow, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
pow, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
pow, (register, 0x69, 1) COPY (register, 0xb0, 1)
pow, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
pow,  ---  BRANCHIND (register, 0x5c, 4)
_IO_getc, (register, 0x50, 4) COPY (const, 0x111e8, 4)
_IO_getc, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
_IO_getc, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
_IO_getc, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
_IO_getc, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
_IO_getc, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
_IO_getc, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
_IO_getc, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
_IO_getc, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
_IO_getc, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
_IO_getc, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
_IO_getc, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
_IO_getc, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
_IO_getc, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xe50, 4)
_IO_getc, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
_IO_getc, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
_IO_getc, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
_IO_getc, (register, 0x69, 1) COPY (register, 0xb0, 1)
_IO_getc, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
_IO_getc,  ---  BRANCHIND (register, 0x5c, 4)
pl_fcont_r, (register, 0x50, 4) COPY (const, 0x111f4, 4)
pl_fcont_r, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
pl_fcont_r, (unique, 0x2f00, 1) INT_EQUAL (const, 0xa, 1) , (const, 0x0, 1)
pl_fcont_r, (unique, 0x2f80, 1) BOOL_AND (unique, 0x2f00, 1) , (register, 0x62, 1)
pl_fcont_r, (unique, 0x3000, 1) INT_NOTEQUAL (const, 0xa, 1) , (const, 0x0, 1)
pl_fcont_r, (unique, 0x3080, 1) SUBPIECE (unique, 0x2e80, 4) , (const, 0x0, 4)
pl_fcont_r, (unique, 0x3100, 1) BOOL_AND (unique, 0x3000, 1) , (unique, 0x3080, 1)
pl_fcont_r, (register, 0x68, 1) BOOL_OR (unique, 0x2f80, 1) , (unique, 0x3100, 1)
pl_fcont_r, (register, 0x66, 1) INT_CARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pl_fcont_r, (register, 0x67, 1) INT_SCARRY (register, 0x50, 4) , (const, 0x1d000, 4)
pl_fcont_r, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0x1d000, 4)
pl_fcont_r, (register, 0x64, 1) INT_SLESS (register, 0x50, 4) , (const, 0x0, 4)
pl_fcont_r, (register, 0x65, 1) INT_EQUAL (register, 0x50, 4) , (const, 0x0, 4)
pl_fcont_r, (register, 0x50, 4) INT_ADD (register, 0x50, 4) , (const, 0xe48, 4)
pl_fcont_r, (unique, 0x3c880, 4) LOAD (const, 0x1a1, 8) , (register, 0x50, 4)
pl_fcont_r, (unique, 0x0, 4) INT_AND (unique, 0x3c880, 4) , (const, 0x1, 4)
pl_fcont_r, (register, 0xb0, 1) INT_NOTEQUAL (unique, 0x0, 4) , (const, 0x0, 4)
pl_fcont_r, (register, 0x69, 1) COPY (register, 0xb0, 1)
pl_fcont_r, (register, 0x5c, 4) INT_AND (unique, 0x3c880, 4) , (const, 0xfffffffe, 4)
pl_fcont_r,  ---  BRANCHIND (register, 0x5c, 4)
pl_fontname_r, (register, 0x50, 4) COPY (const, 0x11200, 4)
pl_fontname_r, (unique, 0x2e80, 4) INT_RIGHT (const, 0x1d000, 4) , (const, 0x1f, 4)
